filename,category,size_mb
Capgemini-Group_Conflict_of_Interest_Policy-2026-EN-Brochure-V2.3.pdf,policies,0.32
Capgemini-CBE_2022_French-v3.3.pdf,policies,2.23
Capgemini-CBE_2025_English-v3.8.pdf,policies,1.13
210219_GACP_v3_Hungarian.pdf,policies,0.53
Group-CSR-DI-Policy-August-2024_version-2.0.pdf,policies,3.03
Capgemini-Human-Rights-Policy_2022-11_Spanish-VF.pdf,policies,1.64
Capgemini-UK-Modern-Slavery-Transparency-Statement-2024.pdf,policies,1.27
UK_Modern_Slavery_Act_Policy_1.pdf,policies,0.22
Capgemini_-_2021-12-06_-_ESG_Policy.pdf,policies,8.72
Capgemini_SpeakUpPolicy_Swedish.pdf,policies,0.25
5_-_Politique_du_Groupe__sur_le_Droit_de_la_Concurrence_-_FR.pdf,policies,39.12
CSR-Policy.pdf,policies,0.32
Capgemini-UK-Modern-Slavery-Transparency-Statement-2025.pdf,policies,2.11
05-Capgemini_GCLP_V1_Dutch_HD.pdf,policies,39.39
Capgemini-CBE_2021_English-v3.2.pdf,policies,1.47
Capgemini_SpeakUpPolicy_Finnish.pdf,policies,0.23
D38310-2023-Group-CSR-Gender-Parity-booklet_v3.pdf,policies,1.05
Capgemini_SpeakUpPolicy_Romanian.pdf,policies,0.27
Capgemini-Group_Conflict_of_Interest_Policy-2025-POL-Brochure-V1.pdf,policies,0.22
08-Capgemini_GCLP_V1_Port._Braz_HD.pdf,policies,55.42
Capgemini-Group_Conflict_of_Interest_Policy-2026-JP-Brochure-V2.3.pdf,policies,0.52
Capgemini_SpeakUpPolicy_Czech.pdf,policies,0.27
Capgemini_SpeakUpPolicy_SimplifiedChinese.pdf,policies,0.75
Capgemini-Group_Conflict_of_Interest_Policy-2026-BR-Brochure-V2.3.pdf,policies,0.32
Capgemini-UK-Modern-Slavery-Transparency-Statement-2023.pdf,policies,1.58
Capgemini-CBE_2022_Spanish-v3.3.pdf,policies,2.22
Capgemini-Group_Conflict_of_Interest_Policy-2026-IT-Brochure-V2.3.pdf,policies,0.32
210212_GACP_v3_English.pdf,policies,0.52
210215_GACP_v3_Vietnamese.pdf,policies,0.64
Capgemini-CBE_2022_Italian-v3.3.pdf,policies,2.19
12-05-2026-CFT11_Jean-Coumaros_Bleu-V3.pdf,policies,1.96
Capgemini-Human-Rights-Policy_2022-11_Italian-VF.pdf,policies,1.61
Capgemini_SpeakUpPolicy_Slovak.pdf,policies,0.3
Capgemini_SpeakUpPolicy_Polish.pdf,policies,0.29
Capgemini_SpeakUpPolicy_Norwegian.pdf,policies,0.23
210216_GACP_v3_Czech.pdf,policies,0.54
Capgemini-CBE_2022_German-v3.3.pdf,policies,2.23
210215_GACP_v3_Traditional_Chinese.pdf,policies,0.96
Capgemini-Human-Rights-Policy_2022-11_English-VF.pdf,policies,1.64
Capgemini-Group_Conflict_of_Interest_Policy-2026-CHN-Brochure-V2.3.pdf,policies,0.5
210216_GACP_v3_Romanian.pdf,policies,0.53
Group-CSR-DI-Policy-January-2024_FINAL.pdf,policies,2.94
Capgemini_SpeakUpPolicy_Russian.pdf,policies,0.31
SpeakUp_Policy_FR-Maroc-v1.4-ABE_11102021.pdf,policies,0.28
231110_SpeakUpPolicy_Spain_ES.pdf,policies,0.38
06-Capgemini_GCLP_V1_Chinese_HD.pdf,policies,10.79
210215_GACP_v3_Italian.pdf,policies,0.51
OHS-733295-001.pdf,policies,1.05
SpeakUp_Policy_German-November_2022.pdf,policies,0.3
transparency_statement_with_signature_latest.pdf,policies,0.21
03-Capgemini_GCLP_V1_Spanish_HD.pdf,policies,5.26
Charter-Ethics-and-Governance-Committee.pdf,policies,0.16
Implementing-AI-ethics-governance_20251006.pdf,policies,2.95
2022-Modern-Slavery-Transparency.pdf,policies,0.73
EU-BCR-P-Public-version-updated-March-2023.pdf,policies,1.14
SpeakUp_Policy_Hungarian-v1_20201103.pdf,policies,0.28
SpeakUp_Policy_English-for-Hungary-v1_20201103.pdf,policies,0.26
Group-CSR-Inclusion-policy-v5.1.pdf,policies,1.99
Capgemini-Human-Rights-Policy_2023-12_English.pdf,policies,1.57
210216_GACP_v3_Spanish.pdf,policies,0.51
Capgemini-Human-Rights-Policy_2022-11_Polish-VF.pdf,policies,1.63
FAQ-FreelancerGateway-1.pdf,faqs,6.69
LPL-Financial-client-story-case-study.pdf,governance,7.15
06E-Projet-publication-remuneration-DMS.pdf,governance,0.18
PPR-Riscos-de-Corrupcao-e-Infracoes-Conexas-Trienio-2023-2025.pdf,governance,1.98
Episode-3_Transcript.pdf,governance,0.13
Charter-of-the-Board-of-Directors_CGSE_2024.10.29.pdf,governance,0.2
Charter-Strategy-CSR_CGSE_20.03.2019.pdf,governance,0.07
Communication-on-2023-performance-shares-EN.pdf,governance,0.17
IF1_EP5_Beating-the-odds_Transcript-1.pdf,governance,0.13
2019_01_17-Publication-regulated-agreement_amendment-side-letter-to-the-Facility-Agreement.pdf,governance,0.07
Episode-2_Transcript.pdf,governance,0.14
Charter-Audit-Risk-Committee_CGSE_2024.07.25.pdf,governance,0.17
Communication-on-2021-performance-shares-VF-ENG.pdf,governance,0.16
Transcript-Returning-to-the-field.pdf,governance,0.1
Leadership_perspectives_AI_Realities_2026.pdf,governance,0.0
Familiarization-Program-for-Board-of-Directors-of-CTSIL.pdf,governance,0.28
Communication-on-2025-performance-shares-grant-EN.pdf,governance,0.07
Compensation-executive-corporate-officers_EN.pdf,governance,0.18
06E-ECO-compensation-release.pdf,governance,0.24
Communication-on-2024-performance-shares-grant_VA.pdf,governance,0.07
Charter-of-the-Compensation-Committee_CGSE_02.12.2020.pdf,governance,0.14
2020_01_22-Publication-regulated-agreement_ajustment-to-the-Facility-Agreement.pdf,governance,0.07
2024-URD_Chapter-2_Corporate-governance.pdf,governance,1.45
2020_04_10-Publication-regulated-agreement_amendment-to-the-Facility-Agreement.pdf,governance,0.07
2020_01-14_Publication-regulated-agreements.pdf,governance,0.08
07E-Projet-publication-remuneration-DMS.pdf,governance,0.26
CUK_plc_2024_corporate_governance_statement.pdf,governance,0.75
Publication_2020_Performance_Shares_CEO.pdf,governance,0.16
Communication-on-2022-performance-shares-EN.pdf,governance,0.17
2019_07_15-Publication-regulated-agreement_bridge-loan.pdf,governance,0.06
Publication-regulated-agreements_Ausone_VA_FINAL.pdf,governance,0.07
Relatorio-Anual-PPR-2025-outubro-2025.pdf,governance,1.28
Transcript-Episode-1-Balancing-passion-with-profession-2.pdf,governance,0.05
Publication-compensation-executive-director-03-23.pdf,governance,0.18
Altran-Technologies-India-Private-Limited.pdf,website_articles,2.79
PR-PORT_Capgemini-invests-in-the-OpenAI-Deployment-Company-12Mai2026-.docx.pdf,website_articles,0.24
Sector_PoV_Public_Sector.pdf,website_articles,1.45
CRI-Infographic-Consumer-Trends-07012025-v4.pdf,website_articles,1.04
Society-5-FInal-Webfile.pdf#page=27,website_articles,28.73
Seizing-the-commercial-value-of-quantum.pdf,website_articles,4.1
Branding_Podcast-Transcript_CR115-Power-of-data-in-complex-industries-with-Chris-Carter-BAE-Systems.pdf,website_articles,0.63
Postal-Ballot-Notice-for-appointment-of-Wholetime-Directors-and-reappointment-of-Independent-Directors.pdf,website_articles,0.07
CSR-Box-School-Adoption-Program.pdf,website_articles,0.98
Capgemini_Energy-Transition-and-Utilities_Smart-Grid_PoV.pdf,website_articles,3.77
Branding_Podcast-Transcript_CR097-Knowledge-2025-special-part-1-How-to-drive-successful-innovation-at-scale-with-Karel-van-der-Poel-ServiceNow.pdf,website_articles,0.3
250310_Privacy-Notice_SpeakUp_Spain_SPA.pdf,website_articles,0.34
Final-Infographic-Engineering-Biology.pdf,website_articles,1.03
Kelly-Palmer-1.pdf,website_articles,0.56
MYAP_FR.pdf,website_articles,0.91
FPI-Financial-Services-POV-05.pdf,website_articles,3.33
Liquidhub-Analytics-Private-Limited.pdf,website_articles,18.96
Generative-AI-in-Organizations-Refresh_25112024.pdf,website_articles,6.4
Capgemini-eSports_PoV_May2021.pdf,website_articles,2.05
Gloria-Chen.pdf,website_articles,0.54
Battery-Management-System-PoV_Global_Final_050526.pdf,website_articles,2.19
Conversations-for-Tomorrow-4-1.pdf,website_articles,11.94
You-Experience.pdf,website_articles,0.26
Politica-de-Proteccion-de-Datos-Personales.-Actualizacion-2026.pdf,website_articles,0.15
eSports_design.pdf,website_articles,1.07
Everest_Group_-_Industry_4.0_Services_PEAK_Matrix_Assessment_2025_-_Focus_on_Capgemini.pdf,website_articles,0.43
The-Future-of-Commerce-Media-2026.pdf,website_articles,2.22
CRI_CMO-Playbook-2025_Web_updated-1.pdf,website_articles,7.29
AI-Agents_Final_210725.pdf,website_articles,8.08
Hunkemoller-case-study.pdf,website_articles,1.13
14072025-CFT10-Corence-Klop.pdf,website_articles,0.94
Regulations.pdf,website_articles,2.53
EU-BCR-C-Public-version-updated-March-20.pdf,website_articles,1.15
Branding_Podcast-Transcript_CR094-Shifting-perspective-on-sustainability-with-Lewis-Richards-Microsoft.pdf,website_articles,0.29
Johan-Rockstrom-1.pdf,website_articles,2.89
Top-tech-trends-2025_Infographic.pdf,website_articles,1.89
Introduction-to-Capgemini-Group_2022.pdf,website_articles,3.16
Capgemini_Shaping_the_AI_enabled_customer_experience.pdf,website_articles,0.0
Postal-Ballot-Form.pdf,website_articles,0.33
27th-AGM-Transcript.pdf,website_articles,0.7
Embrace-Data-to-Accelerate-Sustainability-weblocked-1.pdf,website_articles,2.16
Sustainable-FinOps-brochure-2024_A.pdf,website_articles,10.05
Citizen-Services-Human-centered-by-design-Point-of-View_Capgemini_Public-Sector.pdf,website_articles,1.72
KII_E15-Traton-Transcript.pdf,website_articles,0.78
Building-the-winning-solution-–-GDSC-technical-paper.pdf,website_articles,3.14
Insights-from-CRI.pdf,website_articles,1.07
Kathryn-van-der-Merwe.pdf,website_articles,3.88
RR004-cloud-podcast-The-trust-gap-with-Dr-Tim-Currie.pdf,website_articles,0.46
CRI_Supply-Chain-in-Automotive_Infographic_4th-Draft_08092023-1.pdf,website_articles,0.52
RR014-The-world-is-on-fast-forward-but-leadership-isnt-with-Dex-Hunter-Torricke-The-Center-for-Tomorrow.pdf,website_articles,0.45
04-03-2026-CFT11_Anu-Bradford_Interview-v1.pdf,website_articles,1.93
Introduction-to-Capgemini_April-2026-1.pdf,website_articles,10.56
Generali-GCC-client-story-case-study.pdf,website_articles,0.94
CP_200526_Eng.pdf,website_articles,1.26
Infographic-CFT-edition-5-ver6.pdf,website_articles,1.64
Migrating-to-Mule4.pdf,website_articles,1.44
Global_Business_Service_Hubs_PoV.pdf,website_articles,5.57
CFT11_Kai-Fu-Lee_Sinovation.pdf,website_articles,1.46
Final-Infographic-AI-Gen-AI-in-Cybersecurity.pdf,website_articles,0.45
06_Jean-Marie-Culpin.pdf,website_articles,0.61
CRI-Infographic-AI-in-Business-Operations-Final.pdf,website_articles,0.41
Final-Infographic.pdf,website_articles,0.7
26602-23-CG-RAP-brochure-9-PRINT-1.pdf,website_articles,9.54
2025-BMW-vehicle-connectivity-client-story-case-study.pdf,website_articles,0.56
Stephan-and-Claudia.pdf,website_articles,1.34
06_05_Capgemini_becomes_official_partner_of_the_Tour_de_France.pdf,website_articles,0.2
Capgemini_infographie_T1_2026_FR.pdf,website_articles,0.12
The-future-is-interoperable_Public-sector_PoV_Capgemini.pdf,website_articles,1.49
digitalisation_2024_onlineversion.pdf,website_articles,3.98
GenYoda_8_28.pdf,website_articles,2.21
FORMULARIO-DE-SOLICITACAO-DOS-TITULARES-DE-DADOS-PESSOAIS.pdf,website_articles,0.04
Digital-Twin-in-Finance-Frictionless-Finance.pdf,website_articles,1.88
W04-1013.pdf,website_articles,0.07
Data-analysis-tool-for-OEM.pdf,website_articles,0.45
Automotive_Product-Traceability-POV.pdf,website_articles,2.42
2024_01_15_Launch-of-Bleus-commercial-activities.pdf,website_articles,0.11
Scottish-Water-Oracle-Cloud-client-story-case-study.pdf,website_articles,0.7
09-04-2026-CFT11_Joakim-Reiter-Vodafone-v2.pdf,website_articles,1.81
Altran-Engineering-Solutions-Inc.pdf,website_articles,0.44
Digital-acceleration-in-life-sciences-RD-Capgemini-.pdf,website_articles,0.99
Lifecycle-optimization-for-Aerospace-1.pdf,website_articles,3.58
DORA-Compliance-POV-12-01-WebReady-002.pdf,website_articles,1.12
CRI_Software-Driven-Mobility-Infographic.pdf,website_articles,1.05
Agentic_Control_and_Management_One_Pager.pdf,website_articles,0.29
Final-Infographic-Quantum-Technologies.pdf,website_articles,0.73
Transitioning-to-Sustainable-Mobility_Apr-23.pdf,website_articles,4.85
Loksatta.pdf,website_articles,0.17
ABN-AMRO-client-story-case-study.pdf,website_articles,0.81
ENG-Open_Finance_Maturity_Index_Brasil-Capgemini_02AGO.pdf,website_articles,10.85
CRI_Data-Ecosystems-in-Public-Sector_web.pdf,website_articles,9.26
Removing-the-Finish-Line.pdf,website_articles,4.61
Firki-Teach-To-Lead.pdf,website_articles,1.67
Capgemini_Software-Defined-Vehicles-for-the-Commercial-Vehicle-Market_PoV.pdf,website_articles,9.4
Top-consumer-goods-company-client-story-case-study.pdf,website_articles,2.91
CFT-10_Pascal-Brier.pdf,website_articles,1.85
Future4care-the-European-healthcare.pdf,website_articles,0.38
William-McDonough.pdf,website_articles,2.05
Final-CIS-Copilot-one-pager-2023-V1b.pdf,website_articles,0.42
05_13_Capgemini-invests-in-the-OpenAI-Deployment-Co_ITA.pdf,website_articles,0.14
cap-eng_success-story_optimize-availability-of-electrical-distribution_dec-2021.pdf,website_articles,18.53
PVP-EXTERNA.pdf,website_articles,5.87
2026-Retail-Trends.pdf,website_articles,0.52
Life-Insurance-POV.pdf,website_articles,6.21
100438.013-_Capgemini_Trucks-Initiative-_infographic_V1-Cool.pdf,website_articles,0.28
POV-Paving-The-Road-To-Value-With-Data-Domains_Capgemini-Invent-Austria.pdf,website_articles,1.33
Final-Infographic-Autonomous-Networks.pdf,website_articles,1.59
Client-Story_final_June-20.pdf,website_articles,0.54
Liquidhub-Pte-Ltd-Financials-March-2023.pdf,website_articles,0.53
Brigette-McInnis-Day.pdf,website_articles,1.69
Branding_Podcast-Transcript_CR085-Driving-change-in-public-services-with-data-and-AI-with-Craig-Suckling-UK-Government-1.pdf,website_articles,0.31
28th-AGM-Transcript.pdf,website_articles,0.53
Final-Infographic-CMO-Playbook.pdf,website_articles,0.79
13-Immersive-Experiences.pdf,website_articles,0.99
Semiconductors_infographic.pdf,website_articles,0.44
Capgemini-Prewave-POV-2026-new-2.pdf,website_articles,2.05
Major-US-insurance-company-client-story-case-study.pdf,website_articles,0.9
Sustainable_IT_Infographic_Final-1.pdf,website_articles,0.28
Anne-Lebel-Natalie-Hugues-Jacquemin-and-Pallavi-Tyagi.pdf,website_articles,3.23
Pascal-Brier-1.pdf,website_articles,3.0
RR011-ServiceNow-Knowledge-2026-The-SaaSpocalypse-and-the-CRM-Paradigm-Shift-with-Hannah-Datz.pdf,website_articles,0.48
EU-BCR-C-Public-version-Updated-Apr.-2025_ES_01.pdf,website_articles,2.74
AWRS-LEAP-Digital-Academy-Program.pdf,website_articles,0.68
Global-conglomerate-client-story-case-study.pdf,website_articles,0.32
Tech4Positive-Futures-NSRCEL-IIMB.pdf,website_articles,0.4
Capgemini-in-Rail-Signaling_vf_-March-2024.pdf,website_articles,0.31
2022-06-08_TAG-Heuer-Success-Story_v2.pdf,website_articles,1.87
WEMO24-Article-09-SMRs-are-part-of-the-answer.pdf,website_articles,4.58
Agentic-AI-in-Retail_POV_Jul2025.pdf,website_articles,6.14
Hyliko-case-study.pdf,website_articles,0.9
31st-AGM-Transcript.pdf,website_articles,0.59
28th-AGM-September-29-2021.pdf,website_articles,10.55
Data-Estate-Modernization_Brochure_10.11.22-2.pdf,website_articles,1.68
FPI-Financial-Services-POV-03.pdf,website_articles,3.33
NP-Capgemini-presenta-Google-Cloud-AI-Enterprise-Hub.pdf,website_articles,0.15
CMO-Playbook_2021-10-21.pdf,website_articles,3.82
01_16_Capgemini-AWS-GenAI_23-01-15_FINAL-2.pdf,website_articles,0.16
Elaine-Arden..pdf,website_articles,0.86
AI-Agents_Final_290725.pdf,website_articles,8.08
Multinational_automotive_manufacturer_client_story_case_study.pdf,website_articles,0.87
Capgemini-and-Zelros-Capabilities-Brochure.pdf,website_articles,7.47
Capgemini_-_2026-04-30_-_Chiffre_d_affaires_du_1er_trimestre_2026.pdf,website_articles,0.23
Branding_Podcast-Transcript_CR081-Cloud-on-the-rocks-with-Dave-Esmee-Rob-and-friends-of-the-show.pdf,website_articles,0.3
Connected_Office_Brochure_20201014.pdf,website_articles,0.94
UNICEF_infograhics_Final.pdf,website_articles,4.24
Capgemini-Zero-Trust-client-story-case-study.pdf,website_articles,0.89
Eefje-Dikker.pdf,website_articles,1.88
Ad_Sales_Maximizer_POV.pdf,website_articles,9.93
Wind-Energy-Beyond-the-Cloud_PoV_April2025.pdf,website_articles,2.56
CFT_Edition_5_THE-CEO-CORNER.pdf,website_articles,0.71
Anglian-Water-digital-wallet-client-story-case-study.pdf,website_articles,0.59
CFT-10_David-Knott.pdf,website_articles,2.05
CRI_Climate-tech_Infographic.pdf,website_articles,0.56
Generative-AI-in-Organizations-Refresh-1.pdf,website_articles,6.37
Aurobay-Capgemini-client-story.pdf,website_articles,0.87
Datenschutzstudie-AT-Capgemini-Invent.pdf,website_articles,4.16
Capgemini-IBM-Agentic-POV.pdf,website_articles,7.35
Branding_Podcast-Transcript_CRSP05-Reimagining-telecom-industry-pt.5-Growth-with-Nik-Willetts-TM-Forum.pdf,website_articles,0.27
Hyper-personalization_of_RFPs_insurance-Screenshots.pdf,website_articles,0.52
CFT-10_Yves-Caseau.pdf,website_articles,2.72
Making-it-real.pdf,website_articles,4.79
Transforming-automotive-customer-experience-with-Salesforce-Automotive-Cloud-and-Data-Cloud-Capgemini.pdf,website_articles,9.97
Reguli_Corporatiste_Obligatorii_ale_Capgemini.pdf,website_articles,0.74
Wealth-Management-Top-Trends2024_web1.pdf,website_articles,1.28
Mobilize-client-story-case-study-1.pdf,website_articles,0.61
Capgemini_When-machine-precision-meets-human-intuition_09092025.pdf,website_articles,7.96
Capgemini-Threat-Protection-Solution-Microsoft-brochure.pdf,website_articles,0.67
WLIR_2025_Final_web-lock.pdf,website_articles,1.72
Engineering-the-Next-POV_2024.pdf,website_articles,13.07
20240314_WWF-x-Capgemini-Success-Story_Approved-by-client.pdf,website_articles,0.41
Solution-Presenter_Green-Core-with-SAP-Solutions.pdf,website_articles,1.13
SAP-security-brochure2.pdf,website_articles,0.75
Eneco-eMobility-client-story-case-study.pdf,website_articles,0.3
Branding_Podcast-Transcript_CR098-Knowledge-2025-special-part-2-Key-ServiceNow-announcements-with-Amanda-Joslin-ServiceNow.pdf,website_articles,0.3
Avasant-Cybersecurity-Services-2025-RadarView™-Capgemini-Profile.pdf,website_articles,1.75
Future-Proofing-Innovation-Roundtable-Series-PoV.pdf,website_articles,2.83
Final-Infographic-1.pdf,website_articles,0.68
Capgemini_-_2025-07-07_-_Capgemini_to_acquire_WNS_to_create_a_global_leader_in_Intelligent_Operations.pdf,website_articles,0.22
CCTV-Privacy-note.pdf,website_articles,0.1
CRI_Turochanging-Software_Final.pdf,website_articles,5.92
Jiani-Zhang.pdf,website_articles,1.17
Gary-Pisano.pdf,website_articles,0.42
High-time-for-low-code-in-industrial-IT-OT_PoV_-Sep-23.pdf,website_articles,1.35
AWS-x-CAPGEMINI-E-Book-Top-Trends-in-the-Financial-Services-Industry-Landscape-Interactive-Version_v17.pdf,website_articles,26.9
The_Scale_Effect-AI-Industrial-Revolution-mobile_friendly.pdf,website_articles,0.0
RR006-How-leaders-must-adapt-now-to-successfully-scale-AI-with-Jana-Werner-and-Phil-Le-Brun-AWS.pdf,website_articles,0.53
DVSA-client-story-case-study.pdf,website_articles,0.49
Brochure-5G-Security-Risk-Assessment_Final.pdf,website_articles,1.0
Employee-Experience-brochure-20221006.pdf,website_articles,1.82
Health-Insurance_POV.pdf,website_articles,3.21
Bijoy-Sagar.pdf,website_articles,2.08
Final-Infographic-Digital-Twins-in-AD.pdf,website_articles,0.72
11_27_-_Capgemini_Success_of_the_12th_employee_shareholding_plan.pdf,website_articles,0.11
CFT-10_Annika-O╠elme.pdf,website_articles,1.59
Cybersecurity-Consulting_brochure.pdf ,website_articles,0.93
Branding_Podcast-Transcript_crsp02-reimagining-telecom-industry-pt-2-regulations-with-ashish-surti-colt.pdf,website_articles,0.35
CFT-10_Daniela-Rus.pdf,website_articles,2.38
23Oct2024-Conversation-Edition-9_Infographic.pdf,website_articles,0.68
Postal-Ballot-–-Notice-dated-October-05-2020.pdf,website_articles,1.72
Anglian-Water-Delivery-Model-Success-Story.pdf,website_articles,0.44
Advertisement-Loksatta.pdf,website_articles,0.18
Returnable-Packaging-Solution_Infographic_Final.pdf,website_articles,2.96
Capgemini-Transcript-Unsecured-Creditors.pdf,website_articles,0.29
PSS_flyer_Mar-23.pdf,website_articles,1.51
Cognitive-Control-Towers_POV.pdf,website_articles,0.56
MM-Group-case-study-2.pdf,website_articles,1.51
COI_Chinese.pdf,website_articles,0.6
KII_E16-SCALINQ-Transcript.pdf,website_articles,0.97
Export-Statement-regarding-Capgemini.pdf,website_articles,0.11
CSR-Plan-FY-2024-25.pdf,website_articles,0.78
